VERSION;7.2.1.201802190531
DATE;11/05/2018 18:10
ITERATION;MODEL;OBJECTIVE FUNCTION;VALUE
1;base0056;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0056;NQDS BHP WELL PROD5;-1.494978355355931
1;base0056;NQDS QL WELL PROD6;3.91298125359542E-12
1;base0056;NQDS QW WELL PROD6;-76.73354732654245
1;base0056;NQDS QO WELL PROD6;3.013829109008083
1;base0056;NQDS BHP WELL PROD6;-11.4265465679241
1;base0056;NQDS QL WELL PROD7;-4.513876345628293E-10
1;base0056;NQDS QW WELL PROD7;-38.44995620302329
1;base0056;NQDS QO WELL PROD7;4.33606762919281
1;base0056;NQDS BHP WELL PROD7;-8.903379109956404
1;base0056;NQDS QL WELL PROD8;-3.614896998075478E-10
1;base0056;NQDS QW WELL PROD8;-13.35027221962926
1;base0056;NQDS QO WELL PROD8;0.2302613642077922
1;base0056;NQDS BHP WELL PROD8;-0.4137869882544928
1;base0056;NQDS QL WELL PROD9;1.906391144610341E-12
1;base0056;NQDS QW WELL PROD9;-59.35526715791647
1;base0056;NQDS QO WELL PROD9;1.394575148902702
1;base0056;NQDS BHP WELL PROD9;-8.866963743029467
1;base0056;NQDS QL WELL PROD10;-2.806581951344027E-10
1;base0056;NQDS QW WELL PROD10;-66.44906910430628
1;base0056;NQDS QO WELL PROD10;1.628624131199285
1;base0056;NQDS BHP WELL PROD10;-0.8114530872921717
1;base0056;NQDS QWI WELL INJ1;-0.9617258247441625
1;base0056;NQDS BHP WELL INJ1;6.632644620360097
1;base0056;NQDS QWI WELL INJ2;0.0
1;base0056;NQDS BHP WELL INJ2;0.1178847831887126
1;base0056;NQDS QWI WELL INJ3;0.0
1;base0056;NQDS BHP WELL INJ3;0.1966645226631659
1;base0056;NQDS QWI WELL INJ4;0.0
1;base0056;NQDS BHP WELL INJ4;-0.5422319481797907
1;base0056;NQDS QWI WELL INJ5;0.0
1;base0056;NQDS BHP WELL INJ5;0.540408971857408
1;base0056;NQDS QWI WELL INJ6;0.0
1;base0056;NQDS BHP WELL INJ6;0.6652383792446853
1;base0056;NQDS QWI WELL INJ7;-8.896434118801539
1;base0056;NQDS BHP WELL INJ7;0.7248409623432206
1;base0056;NQDS QWI WELL INJ8;-17.88661489655091
1;base0056;NQDS BHP WELL INJ8;3.747594398404685
1;base0056;NQDS QWI WELL INJ9;0.0
1;base0056;NQDS BHP WELL INJ9;0.0854266508045018
1;base0057;NQDS QL WELL WILDCAT;-2.21008783318442E-10
1;base0057;NQDS QW WELL WILDCAT;-1.13538666006592
1;base0057;NQDS QO WELL WILDCAT;0.03131690022964318
1;base0057;NQDS BHP WELL WILDCAT;-0.7254026033978318
1;base0057;NQDS QL WELL PROD1;3.275151668801541E-10
1;base0057;NQDS QW WELL PROD1;-64.19588523166863
1;base0057;NQDS QO WELL PROD1;5.953264548331481
1;base0057;NQDS BHP WELL PROD1;-1.124723941837915
1;base0057;NQDS QL WELL PROD2;3.44905128813631E-10
1;base0057;NQDS QW WELL PROD2;-73.43188707039674
1;base0057;NQDS QO WELL PROD2;16.54753907238449
1;base0057;NQDS BHP WELL PROD2;-0.3402168617619768
1;base0057;NQDS QL WELL PROD3;1.424434113554527E-14
1;base0057;NQDS QW WELL PROD3;4.012049320693469E-13
1;base0057;NQDS QO WELL PROD3;0.0
1;base0057;NQDS BHP WELL PROD3;-0.3224157588996806
1;base0057;NQDS QL WELL PROD4;1.78834840056906E-10
1;base0057;NQDS QW WELL PROD4;-65.12923360357676
1;base0057;NQDS QO WELL PROD4;4.943555841580853
1;base0057;NQDS BHP WELL PROD4;-0.8650976630130136
1;base0057;NQDS QL WELL PROD5;1.540446296549527E-14
1;base0057;NQDS QW WELL PROD5;5.080179330397273E-13
1;base0057;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0057;NQDS BHP WELL PROD5;-0.719190854218707
1;base0057;NQDS QL WELL PROD6;2.346631369415727E-13
1;base0057;NQDS QW WELL PROD6;-76.73360148021145
1;base0057;NQDS QO WELL PROD6;3.013829109008083
1;base0057;NQDS BHP WELL PROD6;-1.331295466865963
1;base0057;NQDS QL WELL PROD7;-1.271080323043996E-10
1;base0057;NQDS QW WELL PROD7;-82.53287385285334
1;base0057;NQDS QO WELL PROD7;9.307252488171331
1;base0057;NQDS BHP WELL PROD7;-4.184282099798703
1;base0057;NQDS QL WELL PROD8;9.441104717182563E-11
1;base0057;NQDS QW WELL PROD8;-48.61069251480693
1;base0057;NQDS QO WELL PROD8;0.8384851956101714
1;base0057;NQDS BHP WELL PROD8;-0.316340562309672
1;base0057;NQDS QL WELL PROD9;4.187007922477767E-13
1;base0057;NQDS QW WELL PROD9;-59.35528741057484
1;base0057;NQDS QO WELL PROD9;1.394575148902702
1;base0057;NQDS BHP WELL PROD9;-3.830988192740214
1;base0057;NQDS QL WELL PROD10;1.499055591244856E-10
1;base0057;NQDS QW WELL PROD10;-64.21144456025124
1;base0057;NQDS QO WELL PROD10;1.573786005046316
1;base0057;NQDS BHP WELL PROD10;-0.9029319023172503
1;base0057;NQDS QWI WELL INJ1;0.0
1;base0057;NQDS BHP WELL INJ1;1.416910368121627
1;base0057;NQDS QWI WELL INJ2;0.0
1;base0057;NQDS BHP WELL INJ2;-0.1099765095060363
1;base0057;NQDS QWI WELL INJ3;0.0
1;base0057;NQDS BHP WELL INJ3;1.135439374449478
1;base0057;NQDS QWI WELL INJ4;0.0
1;base0057;NQDS BHP WELL INJ4;-0.2642694661227144
1;base0057;NQDS QWI WELL INJ5;0.0
1;base0057;NQDS BHP WELL INJ5;0.1485643823440847
1;base0057;NQDS QWI WELL INJ6;0.0
1;base0057;NQDS BHP WELL INJ6;2.33351926672437
1;base0057;NQDS QWI WELL INJ7;0.0
1;base0057;NQDS BHP WELL INJ7;-0.1666627506617225
1;base0057;NQDS QWI WELL INJ8;0.0
1;base0057;NQDS BHP WELL INJ8;1.238502324914334
1;base0057;NQDS QWI WELL INJ9;0.0
1;base0057;NQDS BHP WELL INJ9;-0.1457479499279068
1;base0058;NQDS QL WELL WILDCAT;2.618619941522213E-10
1;base0058;NQDS QW WELL WILDCAT;26.87081799607504
1;base0058;NQDS QO WELL WILDCAT;-0.7412293505448141
1;base0058;NQDS BHP WELL WILDCAT;-0.3195052186296109
1;base0058;NQDS QL WELL PROD1;4.763664716618477E-10
1;base0058;NQDS QW WELL PROD1;10.32799024788321
1;base0058;NQDS QO WELL PROD1;-0.9577631397390465
1;base0058;NQDS BHP WELL PROD1;0.3518651419885014
1;base0058;NQDS QL WELL PROD2;-5.973139091576652E-10
1;base0058;NQDS QW WELL PROD2;7.283250265811621
1;base0058;NQDS QO WELL PROD2;-1.641466363952802
1;base0058;NQDS BHP WELL PROD2;0.3928627706947429
1;base0058;NQDS QL WELL PROD3;4.960269926562656E-10
1;base0058;NQDS QW WELL PROD3;427.0556649439711
1;base0058;NQDS QO WELL PROD3;-3.790528350347901
1;base0058;NQDS BHP WELL PROD3;0.6249423748624472
1;base0058;NQDS QL WELL PROD4;2.963793076720144E-10
1;base0058;NQDS QW WELL PROD4;-21.239494303169
1;base0058;NQDS QO WELL PROD4;1.612195093360503
1;base0058;NQDS BHP WELL PROD4;-0.5457715958222455
1;base0058;NQDS QL WELL PROD5;2.111945309820145E-11
1;base0058;NQDS QW WELL PROD5;4.411588906741803E-9
1;base0058;NQDS QO WELL PROD5;2.325890296084465E-9
1;base0058;NQDS BHP WELL PROD5;-0.5558142215352727
1;base0058;NQDS QL WELL PROD6;1.663681870481881E-10
1;base0058;NQDS QW WELL PROD6;-76.15182274374357
1;base0058;NQDS QO WELL PROD6;2.990986421405601
1;base0058;NQDS BHP WELL PROD6;-4.710703384518687
1;base0058;NQDS QL WELL PROD7;4.710374949089242E-10
1;base0058;NQDS QW WELL PROD7;9.50797180824651
1;base0058;NQDS QO WELL PROD7;-1.072060700294997
1;base0058;NQDS BHP WELL PROD7;-0.5187195780025641
1;base0058;NQDS QL WELL PROD8;-4.722571583510767E-10
1;base0058;NQDS QW WELL PROD8;67.59949859527634
1;base0058;NQDS QO WELL PROD8;-1.166139270911721
1;base0058;NQDS BHP WELL PROD8;0.8496030373557752
1;base0058;NQDS QL WELL PROD9;5.555943134409312E-10
1;base0058;NQDS QW WELL PROD9;105.0652185984968
1;base0058;NQDS QO WELL PROD9;-2.468558055324631
1;base0058;NQDS BHP WELL PROD9;0.6376404410338457
1;base0058;NQDS QL WELL PROD10;-2.689409668814095E-10
1;base0058;NQDS QW WELL PROD10;12.61959800650411
1;base0058;NQDS QO WELL PROD10;-0.3093143302945141
1;base0058;NQDS BHP WELL PROD10;-0.5041985168069134
1;base0058;NQDS QWI WELL INJ1;0.0
1;base0058;NQDS BHP WELL INJ1;-0.3147222990549903
1;base0058;NQDS QWI WELL INJ2;0.0
1;base0058;NQDS BHP WELL INJ2;-0.5097986899884228
1;base0058;NQDS QWI WELL INJ3;0.0
1;base0058;NQDS BHP WELL INJ3;-0.4117001646969128
1;base0058;NQDS QWI WELL INJ4;0.0
1;base0058;NQDS BHP WELL INJ4;-0.622020031429955
1;base0058;NQDS QWI WELL INJ5;0.0
1;base0058;NQDS BHP WELL INJ5;-0.3966060391401586
1;base0058;NQDS QWI WELL INJ6;0.0
1;base0058;NQDS BHP WELL INJ6;-0.4671831884510149
1;base0058;NQDS QWI WELL INJ7;0.0
1;base0058;NQDS BHP WELL INJ7;-1.570729539256289
1;base0058;NQDS QWI WELL INJ8;0.0
1;base0058;NQDS BHP WELL INJ8;-0.3793317139982248
1;base0058;NQDS QWI WELL INJ9;0.0
1;base0058;NQDS BHP WELL INJ9;-0.5019943079133489
1;base0059;NQDS QL WELL WILDCAT;-1.959456029708817E-10
1;base0059;NQDS QW WELL WILDCAT;-24.5473059290907
1;base0059;NQDS QO WELL WILDCAT;0.6771500460299461
1;base0059;NQDS BHP WELL WILDCAT;-0.2988837288614189
1;base0059;NQDS QL WELL PROD1;3.873604648981958E-10
1;base0059;NQDS QW WELL PROD1;-45.95910764758723
1;base0059;NQDS QO WELL PROD1;4.26206983178326
1;base0059;NQDS BHP WELL PROD1;-0.217026619467127
1;base0059;NQDS QL WELL PROD2;4.416561961553604E-10
1;base0059;NQDS QW WELL PROD2;-28.68010292400365
1;base0059;NQDS QO WELL PROD2;6.462728202000559
1;base0059;NQDS BHP WELL PROD2;-0.07679611901252337
1;base0059;NQDS QL WELL PROD3;2.237227083404143E-14
1;base0059;NQDS QW WELL PROD3;6.301355264379541E-13
1;base0059;NQDS QO WELL PROD3;0.0
1;base0059;NQDS BHP WELL PROD3;-0.2363698998072321
1;base0059;NQDS QL WELL PROD4;-3.462606004193741E-10
1;base0059;NQDS QW WELL PROD4;-11.28703086210902
1;base0059;NQDS QO WELL PROD4;0.8567650544603225
1;base0059;NQDS BHP WELL PROD4;-0.3015721895899846
1;base0059;NQDS QL WELL PROD5;5.891244612765432E-14
1;base0059;NQDS QW WELL PROD5;1.942851184044701E-12
1;base0059;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0059;NQDS BHP WELL PROD5;-1.554575636709703
1;base0059;NQDS QL WELL PROD6;3.850443284029518E-11
1;base0059;NQDS QW WELL PROD6;-76.73292106173072
1;base0059;NQDS QO WELL PROD6;3.013806545411947
1;base0059;NQDS BHP WELL PROD6;-5.022035295252132
1;base0059;NQDS QL WELL PROD7;-1.971272447871E-10
1;base0059;NQDS QW WELL PROD7;-57.75218570797946
1;base0059;NQDS QO WELL PROD7;6.512783533839573
1;base0059;NQDS BHP WELL PROD7;-0.7322974102916795
1;base0059;NQDS QL WELL PROD8;3.0942434742785E-10
1;base0059;NQDS QW WELL PROD8;-4.700224248662147
1;base0059;NQDS QO WELL PROD8;0.08105939332483444
1;base0059;NQDS BHP WELL PROD8;-4.473057635680181
1;base0059;NQDS QL WELL PROD9;7.672062406733854E-14
1;base0059;NQDS QW WELL PROD9;-59.35529613881393
1;base0059;NQDS QO WELL PROD9;1.394575148902702
1;base0059;NQDS BHP WELL PROD9;-0.7846010444628237
1;base0059;NQDS QL WELL PROD10;2.018885840836503E-10
1;base0059;NQDS QW WELL PROD10;-38.78071170814126
1;base0059;NQDS QO WELL PROD10;0.9504915240449066
1;base0059;NQDS BHP WELL PROD10;-0.2227446980550508
1;base0059;NQDS QWI WELL INJ1;0.0
1;base0059;NQDS BHP WELL INJ1;-0.1214642845460936
1;base0059;NQDS QWI WELL INJ2;0.0
1;base0059;NQDS BHP WELL INJ2;-0.2372642033574251
1;base0059;NQDS QWI WELL INJ3;0.0
1;base0059;NQDS BHP WELL INJ3;-0.2031364836199711
1;base0059;NQDS QWI WELL INJ4;0.0
1;base0059;NQDS BHP WELL INJ4;-0.5852647163119761
1;base0059;NQDS QWI WELL INJ5;0.0
1;base0059;NQDS BHP WELL INJ5;-0.1878962825501229
1;base0059;NQDS QWI WELL INJ6;0.0
1;base0059;NQDS BHP WELL INJ6;-0.3522486488873105
1;base0059;NQDS QWI WELL INJ7;0.0
1;base0059;NQDS BHP WELL INJ7;-1.751076039433772
1;base0059;NQDS QWI WELL INJ8;0.0
1;base0059;NQDS BHP WELL INJ8;-0.1728734886680061
1;base0059;NQDS QWI WELL INJ9;0.0
1;base0059;NQDS BHP WELL INJ9;-0.1771632906854071
1;base0060;NQDS QL WELL WILDCAT;1.915060066160697E-10
1;base0060;NQDS QW WELL WILDCAT;-4.693785081455988
1;base0060;NQDS QO WELL WILDCAT;0.1294815762960939
1;base0060;NQDS BHP WELL WILDCAT;-0.6342824086382682
1;base0060;NQDS QL WELL PROD1;3.536013377969974E-10
1;base0060;NQDS QW WELL PROD1;-62.03063951507061
1;base0060;NQDS QO WELL PROD1;5.752453933128945
1;base0060;NQDS BHP WELL PROD1;-1.254626838874556
1;base0060;NQDS QL WELL PROD2;-3.981865084267719E-10
1;base0060;NQDS QW WELL PROD2;-35.51934820175045
1;base0060;NQDS QO WELL PROD2;8.003893989017715
1;base0060;NQDS BHP WELL PROD2;-0.4513964110761526
1;base0060;NQDS QL WELL PROD3;4.474889169635997E-11
1;base0060;NQDS QW WELL PROD3;3.561323658881534E-6
1;base0060;NQDS QO WELL PROD3;-3.061305952936569E-8
1;base0060;NQDS BHP WELL PROD3;-0.4697622071018206
1;base0060;NQDS QL WELL PROD4;4.231168111834804E-10
1;base0060;NQDS QW WELL PROD4;-3.030321209768108
1;base0060;NQDS QO WELL PROD4;0.2299882052622763
1;base0060;NQDS BHP WELL PROD4;-0.4031454920429851
1;base0060;NQDS QL WELL PROD5;1.897980489886793E-11
1;base0060;NQDS QW WELL PROD5;1.030210035342089E-7
1;base0060;NQDS QO WELL PROD5;7.465820703480998E-10
1;base0060;NQDS BHP WELL PROD5;-1.501984844741672
1;base0060;NQDS QL WELL PROD6;3.252842268385888E-10
1;base0060;NQDS QW WELL PROD6;-54.00988420974838
1;base0060;NQDS QO WELL PROD6;2.121314226693628
1;base0060;NQDS BHP WELL PROD6;-0.6317775704056229
1;base0060;NQDS QL WELL PROD7;-2.035924424063012E-10
1;base0060;NQDS QW WELL PROD7;-53.11770501141667
1;base0060;NQDS QO WELL PROD7;5.990169034165491
1;base0060;NQDS BHP WELL PROD7;-0.4723067618726792
1;base0060;NQDS QL WELL PROD8;4.312254642066486E-10
1;base0060;NQDS QW WELL PROD8;-16.33278624770986
1;base0060;NQDS QO WELL PROD8;0.2816903109370001
1;base0060;NQDS BHP WELL PROD8;-0.2054965920263869
1;base0060;NQDS QL WELL PROD9;2.739064897997417E-10
1;base0060;NQDS QW WELL PROD9;-56.3532662193573
1;base0060;NQDS QO WELL PROD9;1.324048536445327
1;base0060;NQDS BHP WELL PROD9;-1.008131282362326
1;base0060;NQDS QL WELL PROD10;-1.018881773208372E-10
1;base0060;NQDS QW WELL PROD10;-50.59776721606964
1;base0060;NQDS QO WELL PROD10;1.240106523508579
1;base0060;NQDS BHP WELL PROD10;-0.3652691329437845
1;base0060;NQDS QWI WELL INJ1;0.0
1;base0060;NQDS BHP WELL INJ1;0.2386199617229716
1;base0060;NQDS QWI WELL INJ2;0.0
1;base0060;NQDS BHP WELL INJ2;-0.2259860157013083
1;base0060;NQDS QWI WELL INJ3;0.0
1;base0060;NQDS BHP WELL INJ3;-0.2119907802435886
1;base0060;NQDS QWI WELL INJ4;0.0
1;base0060;NQDS BHP WELL INJ4;-0.7092313552505644
1;base0060;NQDS QWI WELL INJ5;0.0
1;base0060;NQDS BHP WELL INJ5;-0.1325009665323741
1;base0060;NQDS QWI WELL INJ6;0.0
1;base0060;NQDS BHP WELL INJ6;0.5318992630196389
1;base0060;NQDS QWI WELL INJ7;0.0
1;base0060;NQDS BHP WELL INJ7;-0.3126325485615219
1;base0060;NQDS QWI WELL INJ8;0.0
1;base0060;NQDS BHP WELL INJ8;0.4524513799367822
1;base0060;NQDS QWI WELL INJ9;0.0
1;base0060;NQDS BHP WELL INJ9;-0.2154227600761392
1;base0061;NQDS QL WELL WILDCAT;2.443956557376536E-10
1;base0061;NQDS QW WELL WILDCAT;-2.655388320078639
1;base0061;NQDS QO WELL WILDCAT;0.07324713081794935
1;base0061;NQDS BHP WELL WILDCAT;-0.7352936451766717
1;base0061;NQDS QL WELL PROD1;-4.051995084031393E-10
1;base0061;NQDS QW WELL PROD1;-41.10058162745549
1;base0061;NQDS QO WELL PROD1;3.811486033927064
1;base0061;NQDS BHP WELL PROD1;-0.2927084296622611
1;base0061;NQDS QL WELL PROD2;-2.933084561846557E-10
1;base0061;NQDS QW WELL PROD2;-26.2432040583359
1;base0061;NQDS QO WELL PROD2;5.913560735042875
1;base0061;NQDS BHP WELL PROD2;-0.2742663068363839
1;base0061;NQDS QL WELL PROD3;-2.986048699070055E-10
1;base0061;NQDS QW WELL PROD3;4.072916207859459
1;base0061;NQDS QO WELL PROD3;-0.03615122904735818
1;base0061;NQDS BHP WELL PROD3;-0.2552093599882116
1;base0061;NQDS QL WELL PROD4;3.112529538388781E-10
1;base0061;NQDS QW WELL PROD4;-6.064266054141811
1;base0061;NQDS QO WELL PROD4;0.4602989191947221
1;base0061;NQDS BHP WELL PROD4;-0.4214820089807196
1;base0061;NQDS QL WELL PROD5;1.119821323774892E-14
1;base0061;NQDS QW WELL PROD5;3.69301620934269E-13
1;base0061;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0061;NQDS BHP WELL PROD5;-0.8632790656885548
1;base0061;NQDS QL WELL PROD6;1.988758959138936E-10
1;base0061;NQDS QW WELL PROD6;-68.7789784192395
1;base0061;NQDS QO WELL PROD6;2.701394869892067
1;base0061;NQDS BHP WELL PROD6;-0.3906955590416745
1;base0061;NQDS QL WELL PROD7;-4.257974059016754E-10
1;base0061;NQDS QW WELL PROD7;-19.35629814088991
1;base0061;NQDS QO WELL PROD7;2.182870893852945
1;base0061;NQDS BHP WELL PROD7;-0.7413221215357672
1;base0061;NQDS QL WELL PROD8;4.570141531399486E-10
1;base0061;NQDS QW WELL PROD8;30.53518515431931
1;base0061;NQDS QO WELL PROD8;-0.5267584675677496
1;base0061;NQDS BHP WELL PROD8;-0.1909886827455339
1;base0061;NQDS QL WELL PROD9;4.762231049690102E-10
1;base0061;NQDS QW WELL PROD9;1.706798315870208
1;base0061;NQDS QO WELL PROD9;-0.04011251700792747
1;base0061;NQDS BHP WELL PROD9;0.2075766742631289
1;base0061;NQDS QL WELL PROD10;1.964675439337099E-10
1;base0061;NQDS QW WELL PROD10;-34.8532471688998
1;base0061;NQDS QO WELL PROD10;0.8542302254054498
1;base0061;NQDS BHP WELL PROD10;-0.4298298383299822
1;base0061;NQDS QWI WELL INJ1;0.0
1;base0061;NQDS BHP WELL INJ1;-0.156380769355524
1;base0061;NQDS QWI WELL INJ2;0.0
1;base0061;NQDS BHP WELL INJ2;-0.3634298559140111
1;base0061;NQDS QWI WELL INJ3;0.0
1;base0061;NQDS BHP WELL INJ3;-0.2494940521778948
1;base0061;NQDS QWI WELL INJ4;0.0
1;base0061;NQDS BHP WELL INJ4;-0.7336447676115735
1;base0061;NQDS QWI WELL INJ5;0.0
1;base0061;NQDS BHP WELL INJ5;-0.3121845853700261
1;base0061;NQDS QWI WELL INJ6;0.0
1;base0061;NQDS BHP WELL INJ6;-0.3097904890485166
1;base0061;NQDS QWI WELL INJ7;0.0
1;base0061;NQDS BHP WELL INJ7;-1.537304996512936
1;base0061;NQDS QWI WELL INJ8;0.0
1;base0061;NQDS BHP WELL INJ8;-0.1641374554221692
1;base0061;NQDS QWI WELL INJ9;0.0
1;base0061;NQDS BHP WELL INJ9;-0.482481066091634
1;base0062;NQDS QL WELL WILDCAT;1.537714986781836E-10
1;base0062;NQDS QW WELL WILDCAT;3.511210842859361
1;base0062;NQDS QO WELL WILDCAT;-0.09684795635495679
1;base0062;NQDS BHP WELL WILDCAT;-0.7332761096283024
1;base0062;NQDS QL WELL PROD1;-4.29782511460111E-10
1;base0062;NQDS QW WELL PROD1;-23.91664900307506
1;base0062;NQDS QO WELL PROD1;2.217920736734649
1;base0062;NQDS BHP WELL PROD1;-0.6022851428772658
1;base0062;NQDS QL WELL PROD2;-2.904700216938202E-10
1;base0062;NQDS QW WELL PROD2;-47.31976192527437
1;base0062;NQDS QO WELL PROD2;10.66310329466745
1;base0062;NQDS BHP WELL PROD2;-8.487051679714254
1;base0062;NQDS QL WELL PROD3;1.788464919695937E-10
1;base0062;NQDS QW WELL PROD3;2.139913249535335
1;base0062;NQDS QO WELL PROD3;-0.01899315514423405
1;base0062;NQDS BHP WELL PROD3;-0.4985050812477433
1;base0062;NQDS QL WELL PROD4;-3.516708580817535E-10
1;base0062;NQDS QW WELL PROD4;-13.98618877343262
1;base0062;NQDS QO WELL PROD4;1.061625499184213
1;base0062;NQDS BHP WELL PROD4;-0.4268922728069432
1;base0062;NQDS QL WELL PROD5;7.758773576028711E-14
1;base0062;NQDS QW WELL PROD5;2.558736467377155E-12
1;base0062;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0062;NQDS BHP WELL PROD5;-1.487702738943212
1;base0062;NQDS QL WELL PROD6;1.92148780357285E-10
1;base0062;NQDS QW WELL PROD6;-65.66264634855754
1;base0062;NQDS QO WELL PROD6;2.579001961618309
1;base0062;NQDS BHP WELL PROD6;-0.3656171051463113
1;base0062;NQDS QL WELL PROD7;-1.998511472777838E-10
1;base0062;NQDS QW WELL PROD7;-52.19031023571873
1;base0062;NQDS QO WELL PROD7;5.885578817900551
1;base0062;NQDS BHP WELL PROD7;-0.7817291633030226
1;base0062;NQDS QL WELL PROD8;2.850822298157218E-10
1;base0062;NQDS QW WELL PROD8;73.9885753506434
1;base0062;NQDS QO WELL PROD8;-1.276357388332471
1;base0062;NQDS BHP WELL PROD8;0.2997323715831359
1;base0062;NQDS QL WELL PROD9;4.384138952372597E-10
1;base0062;NQDS QW WELL PROD9;-8.74029684093093
1;base0062;NQDS QO WELL PROD9;0.2053710807109564
1;base0062;NQDS BHP WELL PROD9;-1.081514999517151
1;base0062;NQDS QL WELL PROD10;-2.289848625885559E-10
1;base0062;NQDS QW WELL PROD10;-37.85772735274357
1;base0062;NQDS QO WELL PROD10;0.9278689685344409
1;base0062;NQDS BHP WELL PROD10;-0.3907861439936838
1;base0062;NQDS QWI WELL INJ1;0.0
1;base0062;NQDS BHP WELL INJ1;0.2271632013467068
1;base0062;NQDS QWI WELL INJ2;0.0
1;base0062;NQDS BHP WELL INJ2;-0.1258423916982915
1;base0062;NQDS QWI WELL INJ3;0.0
1;base0062;NQDS BHP WELL INJ3;0.363147013564403
1;base0062;NQDS QWI WELL INJ4;0.0
1;base0062;NQDS BHP WELL INJ4;-0.1248704138978373
1;base0062;NQDS QWI WELL INJ5;0.0
1;base0062;NQDS BHP WELL INJ5;0.1567558667853362
1;base0062;NQDS QWI WELL INJ6;0.0
1;base0062;NQDS BHP WELL INJ6;0.1666311183903733
1;base0062;NQDS QWI WELL INJ7;0.0
1;base0062;NQDS BHP WELL INJ7;-0.5728921406358211
1;base0062;NQDS QWI WELL INJ8;0.0
1;base0062;NQDS BHP WELL INJ8;0.6955727076320813
1;base0062;NQDS QWI WELL INJ9;0.0
1;base0062;NQDS BHP WELL INJ9;-0.1518286056919274
1;base0063;NQDS QL WELL WILDCAT;-2.441055745876313E-10
1;base0063;NQDS QW WELL WILDCAT;-6.464211787594391
1;base0063;NQDS QO WELL WILDCAT;0.1783176838409846
1;base0063;NQDS BHP WELL WILDCAT;-0.2929765691114721
1;base0063;NQDS QL WELL PROD1;5.773667241832753E-10
1;base0063;NQDS QW WELL PROD1;8.486293303438613
1;base0063;NQDS QO WELL PROD1;-0.7869730815736449
1;base0063;NQDS BHP WELL PROD1;0.2632205611960421
1;base0063;NQDS QL WELL PROD2;3.56709748936758E-10
1;base0063;NQDS QW WELL PROD2;-7.296629716103238
1;base0063;NQDS QO WELL PROD2;1.644036377870016
1;base0063;NQDS BHP WELL PROD2;-0.4412677940075364
1;base0063;NQDS QL WELL PROD3;-3.503650092738555E-10
1;base0063;NQDS QW WELL PROD3;45.70426223107244
1;base0063;NQDS QO WELL PROD3;-0.4056717220424382
1;base0063;NQDS BHP WELL PROD3;0.4425459376990046
1;base0063;NQDS QL WELL PROD4;3.378194835458946E-10
1;base0063;NQDS QW WELL PROD4;-4.94888909866896
1;base0063;NQDS QO WELL PROD4;0.375653310348846
1;base0063;NQDS BHP WELL PROD4;-0.4695795488576774
1;base0063;NQDS QL WELL PROD5;9.732711781104483E-14
1;base0063;NQDS QW WELL PROD5;3.209714050391197E-12
1;base0063;NQDS QO WELL PROD5;2.871469501338845E-9
1;base0063;NQDS BHP WELL PROD5;-1.325874040813007
1;base0063;NQDS QL WELL PROD6;-4.758577784398429E-11
1;base0063;NQDS QW WELL PROD6;-75.46180904054005
1;base0063;NQDS QO WELL PROD6;2.963877310928479
1;base0063;NQDS BHP WELL PROD6;0.4834753333139561
1;base0063;NQDS QL WELL PROD7;3.611414804590902E-10
1;base0063;NQDS QW WELL PROD7;5.92660888890211
1;base0063;NQDS QO WELL PROD7;-0.6682211257509272
1;base0063;NQDS BHP WELL PROD7;-0.3627728933238006
1;base0063;NQDS QL WELL PROD8;-3.00403180822821E-10
1;base0063;NQDS QW WELL PROD8;205.1208562760498
1;base0063;NQDS QO WELL PROD8;-3.538402697675472
1;base0063;NQDS BHP WELL PROD8;0.7452601382388498
1;base0063;NQDS QL WELL PROD9;4.977759859251711E-10
1;base0063;NQDS QW WELL PROD9;152.9213248885616
1;base0063;NQDS QO WELL PROD9;-3.592976445718082
1;base0063;NQDS BHP WELL PROD9;0.73363437513057
1;base0063;NQDS QL WELL PROD10;1.782811039648576E-10
1;base0063;NQDS QW WELL PROD10;-9.718687675597232
1;base0063;NQDS QO WELL PROD10;0.2381954495864139
1;base0063;NQDS BHP WELL PROD10;-0.3189813092992174
1;base0063;NQDS QWI WELL INJ1;0.0
1;base0063;NQDS BHP WELL INJ1;-0.2478589244077628
1;base0063;NQDS QWI WELL INJ2;0.0
1;base0063;NQDS BHP WELL INJ2;-0.3262914237435945
1;base0063;NQDS QWI WELL INJ3;0.0
1;base0063;NQDS BHP WELL INJ3;0.3269032870697754
1;base0063;NQDS QWI WELL INJ4;0.0
1;base0063;NQDS BHP WELL INJ4;-0.6321748132617359
1;base0063;NQDS QWI WELL INJ5;0.0
1;base0063;NQDS BHP WELL INJ5;-0.3474043051680633
1;base0063;NQDS QWI WELL INJ6;0.0
1;base0063;NQDS BHP WELL INJ6;-0.3130550746913163
1;base0063;NQDS QWI WELL INJ7;0.0
1;base0063;NQDS BHP WELL INJ7;-1.517262122674942
1;base0063;NQDS QWI WELL INJ8;0.0
1;base0063;NQDS BHP WELL INJ8;-0.3009054933376558
1;base0063;NQDS QWI WELL INJ9;0.0
